Store_Id,Item,Product,Date,Order_Quantity,Projected_Stock,Stock_Status,Order_Reason
104.0,7218063243.0,RED BARON FH BD 3 MEAT,2025-07-16,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063243.0,RED BARON FH BD 3 MEAT,2025-07-23,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063243.0,RED BARON FH BD 3 MEAT,2025-07-30,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063243.0,RED BARON FH BD 3 MEAT,2025-08-06,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063244.0,RED BARON FH PEPPERONI,2025-07-09,20,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063244.0,RED BARON FH PEPPERONI,2025-07-16,20,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063244.0,RED BARON FH PEPPERONI,2025-07-23,20,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063244.0,RED BARON FH PEPPERONI,2025-07-30,20,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063244.0,RED BARON FH PEPPERONI,2025-08-06,20,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063245.0,RED BARON FH 5 CHEESE & GARLIC,2025-07-09,10,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063245.0,RED BARON FH 5 CHEESE & GARLIC,2025-07-16,10,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063245.0,RED BARON FH 5 CHEESE & GARLIC,2025-07-23,10,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063245.0,RED BARON FH 5 CHEESE & GARLIC,2025-07-30,10,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063245.0,RED BARON FH 5 CHEESE & GARLIC,2025-08-06,10,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063247.0,RED BARON FH SUPREME,2025-07-09,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063247.0,RED BARON FH SUPREME,2025-07-16,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063247.0,RED BARON FH SUPREME,2025-07-23,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063247.0,RED BARON FH SUPREME,2025-07-30,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063247.0,RED BARON FH SUPREME,2025-08-06,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063429.0,RED BARON 4 CHEESE PIZZA,2025-07-09,20,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063429.0,RED BARON 4 CHEESE PIZZA,2025-07-16,20,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063429.0,RED BARON 4 CHEESE PIZZA,2025-07-23,20,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063429.0,RED BARON 4 CHEESE PIZZA,2025-07-30,20,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063429.0,RED BARON 4 CHEESE PIZZA,2025-08-06,20,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063469.0,RED BARON DELUXE PIZZA,2025-07-09,9,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063469.0,RED BARON DELUXE PIZZA,2025-07-16,9,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063469.0,RED BARON DELUXE PIZZA,2025-07-23,9,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063469.0,RED BARON DELUXE PIZZA,2025-07-30,9,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063469.0,RED BARON DELUXE PIZZA,2025-08-06,9,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063471.0,RED BARON SUPREME PIZZA,2025-07-09,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063471.0,RED BARON SUPREME PIZZA,2025-07-16,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063471.0,RED BARON SUPREME PIZZA,2025-07-23,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063471.0,RED BARON SUPREME PIZZA,2025-07-30,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063471.0,RED BARON SUPREME PIZZA,2025-08-06,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063473.0,RED BARON PEPPERONI PIZZA,2025-07-09,27,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063473.0,RED BARON PEPPERONI PIZZA,2025-07-16,27,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063473.0,RED BARON PEPPERONI PIZZA,2025-07-23,27,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063473.0,RED BARON PEPPERONI PIZZA,2025-07-30,27,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063473.0,RED BARON PEPPERONI PIZZA,2025-08-06,27,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063717.0,TONYS PS PEPPERONI,2025-07-09,21,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063717.0,TONYS PS PEPPERONI,2025-07-16,21,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063717.0,TONYS PS PEPPERONI,2025-07-23,21,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063717.0,TONYS PS PEPPERONI,2025-07-30,21,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063717.0,TONYS PS PEPPERONI,2025-08-06,21,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063718.0,TONYS PS CHEESE,2025-07-09,17,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063718.0,TONYS PS CHEESE,2025-07-16,17,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063718.0,TONYS PS CHEESE,2025-07-23,17,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063718.0,TONYS PS CHEESE,2025-07-30,17,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063718.0,TONYS PS CHEESE,2025-08-06,17,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063735.0,TONYS PS MEAT TRIO,2025-07-09,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063735.0,TONYS PS MEAT TRIO,2025-07-16,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063735.0,TONYS PS MEAT TRIO,2025-07-23,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063735.0,TONYS PS MEAT TRIO,2025-07-30,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063735.0,TONYS PS MEAT TRIO,2025-08-06,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063736.0,TONYS PS SUPREME,2025-07-09,10,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063736.0,TONYS PS SUPREME,2025-07-16,10,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063736.0,TONYS PS SUPREME,2025-07-23,10,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063736.0,TONYS PS SUPREME,2025-07-30,10,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063736.0,TONYS PS SUPREME,2025-08-06,10,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063810.0,RED BARON BO CHEESE TRIO,2025-07-09,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063810.0,RED BARON BO CHEESE TRIO,2025-07-16,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063810.0,RED BARON BO CHEESE TRIO,2025-07-23,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063810.0,RED BARON BO CHEESE TRIO,2025-07-30,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063810.0,RED BARON BO CHEESE TRIO,2025-08-06,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063811.0,RED BARON BO PEPPERONI,2025-07-09,17,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063811.0,RED BARON BO PEPPERONI,2025-07-16,17,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063811.0,RED BARON BO PEPPERONI,2025-07-23,17,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063811.0,RED BARON BO PEPPERONI,2025-07-30,17,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218063811.0,RED BARON BO PEPPERONI,2025-08-06,17,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218073366.0,RED BARON D/D PEPPERONI PIZZA,2025-07-09,11,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218073366.0,RED BARON D/D PEPPERONI PIZZA,2025-07-16,11,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218073366.0,RED BARON D/D PEPPERONI PIZZA,2025-07-23,11,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218073366.0,RED BARON D/D PEPPERONI PIZZA,2025-07-30,11,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218073366.0,RED BARON D/D PEPPERONI PIZZA,2025-08-06,11,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218073367.0,RED BARON D/D/ SUPREME PIZZA,2025-07-09,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218073367.0,RED BARON D/D/ SUPREME PIZZA,2025-07-16,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218073367.0,RED BARON D/D/ SUPREME PIZZA,2025-07-23,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218073367.0,RED BARON D/D/ SUPREME PIZZA,2025-07-30,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7218073367.0,RED BARON D/D/ SUPREME PIZZA,2025-08-06,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7465330890.0,JACKS CHEESE PIZZA,2025-07-09,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7465330890.0,JACKS CHEESE PIZZA,2025-07-16,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7465330890.0,JACKS CHEESE PIZZA,2025-07-23,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7465330890.0,JACKS CHEESE PIZZA,2025-07-30,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7465330890.0,JACKS CHEESE PIZZA,2025-08-06,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7465379187.0,JACKS PEPPERONI PIZZA,2025-07-09,33,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7465379187.0,JACKS PEPPERONI PIZZA,2025-07-16,33,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7465379187.0,JACKS PEPPERONI PIZZA,2025-07-23,33,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7465379187.0,JACKS PEPPERONI PIZZA,2025-07-30,33,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7465379187.0,JACKS PEPPERONI PIZZA,2025-08-06,33,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570612755.0,PALERMOS THIN CRUST CHEESE,2025-07-09,8,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570612755.0,PALERMOS THIN CRUST CHEESE,2025-07-16,8,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570612755.0,PALERMOS THIN CRUST CHEESE,2025-07-23,8,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570612755.0,PALERMOS THIN CRUST CHEESE,2025-07-30,8,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570612755.0,PALERMOS THIN CRUST CHEESE,2025-08-06,8,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570612756.0,PALERMOS THIN CRUST PEPPERONI,2025-07-09,15,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570612756.0,PALERMOS THIN CRUST PEPPERONI,2025-07-16,15,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570612756.0,PALERMOS THIN CRUST PEPPERONI,2025-07-23,15,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570612756.0,PALERMOS THIN CRUST PEPPERONI,2025-07-30,15,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570612756.0,PALERMOS THIN CRUST PEPPERONI,2025-08-06,15,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570612758.0,PALERMOS THIN CRUST COMBO,2025-07-09,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570612758.0,PALERMOS THIN CRUST COMBO,2025-07-16,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570612758.0,PALERMOS THIN CRUST COMBO,2025-07-23,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570612758.0,PALERMOS THIN CRUST COMBO,2025-07-30,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570612758.0,PALERMOS THIN CRUST COMBO,2025-08-06,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570615101.0,SCM SICILIAN HOLY PEPPERONI,2025-07-09,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570615101.0,SCM SICILIAN HOLY PEPPERONI,2025-07-16,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570615101.0,SCM SICILIAN HOLY PEPPERONI,2025-07-23,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570615101.0,SCM SICILIAN HOLY PEPPERONI,2025-07-30,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570615101.0,SCM SICILIAN HOLY PEPPERONI,2025-08-06,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570615103.0,SCM SICILIAN SUPREMUS MAXIUMS,2025-07-09,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570615103.0,SCM SICILIAN SUPREMUS MAXIUMS,2025-07-16,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570615103.0,SCM SICILIAN SUPREMUS MAXIUMS,2025-07-23,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570615103.0,SCM SICILIAN SUPREMUS MAXIUMS,2025-07-30,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570615103.0,SCM SICILIAN SUPREMUS MAXIUMS,2025-08-06,3,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570615108.0,SCM SICILIAN MOTHER OF MEAT,2025-07-09,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570615108.0,SCM SICILIAN MOTHER OF MEAT,2025-07-16,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570615108.0,SCM SICILIAN MOTHER OF MEAT,2025-07-23,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570615108.0,SCM SICILIAN MOTHER OF MEAT,2025-07-30,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570615108.0,SCM SICILIAN MOTHER OF MEAT,2025-08-06,7,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570630318.0,SCM SICILIAN THIN CRST PEPPERONI,2025-07-09,4,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570630318.0,SCM SICILIAN THIN CRST PEPPERONI,2025-07-16,4,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570630318.0,SCM SICILIAN THIN CRST PEPPERONI,2025-07-23,4,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570630318.0,SCM SICILIAN THIN CRST PEPPERONI,2025-07-30,4,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
104.0,7570630318.0,SCM SICILIAN THIN CRST PEPPERONI,2025-08-06,4,0,Low,Low stock (0.0 weeks). Ordering to reach target of 1 weeks.
